Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,MntTotal,MntRegularProds
"$69,267",0,0,31,$778,$44,$499,$95,$73,$146,2,3,4,5,7,0,1,67,"$1,489","$1,343"
"$31,788",1,0,15,$16,$7,$23,$0,$8,$6,3,3,0,4,5,1,0,37,$54,$48
"$61,905",0,1,2,$167,$0,$43,$6,$2,$13,2,4,2,4,5,0,0,45,$218,$205
"$29,315",1,1,55,$13,$2,$14,$8,$7,$4,4,2,0,4,6,0,0,60,$44,$40
"$33,378",1,1,38,$33,$6,$40,$3,$7,$10,3,2,0,4,7,0,0,57,$89,$79
"$66,313",0,1,86,$625,$7,$99,$10,$22,$7,2,6,3,12,4,0,0,57,$763,$756
"$60,714",0,0,56,$216,$162,$224,$101,$92,$162,2,7,4,10,5,0,1,64,$795,$633
"$77,882",0,0,29,$68,$129,$396,$188,$22,$15,1,3,3,5,1,0,0,39,$803,$788
"$69,867",0,0,30,$196,$0,$512,$33,$130,$54,1,3,5,8,1,0,1,34,$871,$817
"$63,841",0,1,64,$635,$15,$100,$20,$7,$131,1,9,3,9,6,0,0,52,$777,$646
"$24,480",1,0,46,$4,$19,$9,$28,$25,$17,3,3,0,4,7,0,0,39,$85,$68
"$51,369",0,1,84,$297,$7,$79,$0,$11,$182,2,8,2,4,8,0,0,44,$394,$212
"$37,760",0,0,20,$84,$5,$38,$150,$12,$28,2,4,1,6,7,0,0,74,$289,$261
"$65,640",0,1,74,$204,$7,$149,$20,$15,$66,1,5,1,8,2,0,0,46,$395,$329
"$44,319",1,1,18,$26,$0,$8,$0,$0,$3,2,2,0,3,5,0,0,45,$34,$31
"$30,631",1,0,75,$15,$6,$20,$4,$5,$20,1,3,1,2,7,0,0,46,$50,$30
"$75,278",0,0,17,$304,$98,$230,$150,$74,$74,1,6,3,13,3,0,0,68,$856,$782
"$50,898",1,1,88,$285,$28,$242,$55,$114,$135,13,6,2,12,5,0,0,64,$724,$589
"$79,946",0,0,19,$395,$183,$565,$166,$141,$28,1,5,11,5,3,0,0,54,"$1,450","$1,422"
"$35,416",0,0,62,$248,$3,$81,$4,$3,$51,3,7,1,5,8,0,0,71,$339,$288
"$32,414",0,0,11,$20,$6,$5,$0,$9,$12,1,1,0,3,7,0,0,36,$40,$28
"$38,361",1,0,74,$39,$0,$56,$20,$8,$14,3,3,1,3,7,0,0,51,$123,$109
"$82,497",0,0,32,$777,$129,$573,$216,$21,$203,1,2,7,9,4,0,0,40,"$1,716","$1,513"
"$16,626",2,0,76,$8,$3,$22,$21,$1,$13,3,3,0,3,9,0,0,49,$55,$42
"$29,672",1,1,6,$9,$1,$3,$0,$4,$8,1,0,0,3,6,0,0,55,$17,$9
"$55,951",0,1,62,"$1,241",$0,$80,$0,$13,$40,3,3,6,11,8,0,0,68,"$1,334","$1,294"
"$35,388",1,0,20,$6,$4,$7,$4,$3,$8,1,1,0,3,7,0,0,32,$24,$16
"$42,386",1,0,43,$65,$4,$16,$0,$4,$11,1,3,0,3,8,0,0,34,$89,$78
"$68,627",0,0,45,$395,$15,$263,$60,$54,$38,1,2,3,6,1,0,0,38,$787,$749
"$57,912",0,1,34,$801,$0,$80,$0,$0,$35,5,8,3,12,5,0,0,55,$881,$846
"$35,246",1,1,53,$36,$0,$12,$2,$2,$10,4,3,1,3,5,0,0,62,$52,$42
"$58,821",0,1,44,$513,$14,$154,$19,$0,$28,1,9,2,9,6,0,0,64,$700,$672
"$46,377",1,0,89,$37,$0,$46,$4,$3,$0,1,2,1,3,4,0,0,42,$90,$90
"$39,747",1,0,43,$80,$15,$93,$20,$13,$52,3,5,1,4,8,0,0,32,$221,$169
"$23,976",1,0,68,$14,$1,$21,$2,$3,$25,3,3,1,3,7,0,0,36,$41,$16
"$80,950",0,0,44,$525,$147,$112,$219,$147,$63,1,6,7,9,2,0,0,59,"$1,150","$1,087"
"$27,038",0,0,64,$1,$26,$25,$17,$23,$15,1,3,0,3,9,0,1,54,$92,$77
"$77,457",0,0,85,$675,$11,$400,$15,$45,$11,1,2,5,10,1,0,0,73,"$1,146","$1,135"
"$64,100",0,1,93,$509,$0,$27,$0,$0,$10,1,8,3,6,7,0,0,56,$536,$526
"$42,670",0,0,12,$154,$2,$46,$20,$4,$15,1,4,2,4,4,0,0,28,$226,$211
"$12,571",1,0,86,$3,$5,$14,$2,$12,$17,4,3,1,3,6,0,0,44,$36,$19
"$22,574",2,1,28,$25,$0,$8,$2,$0,$2,2,2,0,3,7,0,0,53,$35,$33
"$70,893",0,0,42,$768,$44,$561,$77,$44,$14,1,6,6,10,3,0,0,44,"$1,494","$1,480"
"$54,198",1,1,13,$185,$0,$28,$3,$2,$17,6,3,1,6,4,0,0,54,$218,$201
"$28,839",1,1,86,$24,$0,$7,$0,$0,$1,2,2,0,3,5,0,0,64,$31,$30
"$40,321",1,1,59,$44,$4,$21,$6,$0,$27,2,3,0,3,7,0,0,48,$75,$48
"$66,503",1,0,30,$91,$64,$128,$65,$3,$50,2,4,3,6,3,0,0,35,$351,$301
"$30,833",1,1,33,$11,$0,$7,$3,$1,$6,2,1,0,3,5,0,0,69,$22,$16
"$64,795",0,1,23,$412,$5,$119,$38,$29,$77,3,3,3,12,2,0,0,49,$603,$526
"$34,421",1,0,81,$3,$3,$7,$6,$2,$9,1,1,0,2,7,0,0,46,$21,$12
"$47,025",1,1,6,$16,$0,$3,$0,$0,$1,1,1,0,2,7,0,0,55,$19,$18
"$64,325",0,1,41,$731,$60,$353,$78,$12,$73,5,10,3,5,7,0,0,59,"$1,234","$1,161"
"$40,464",0,1,78,$424,$17,$118,$7,$23,$41,6,8,2,8,8,0,0,67,$589,$548
"$62,187",0,0,49,$792,$0,$275,$45,$45,$126,1,4,8,5,3,0,0,63,"$1,157","$1,031"
"$14,849",1,0,39,$21,$2,$28,$3,$2,$9,3,2,0,4,8,0,0,44,$56,$47
"$27,255",1,0,3,$22,$1,$11,$0,$1,$2,1,1,0,3,7,0,0,36,$35,$33
"$54,432",2,1,37,$33,$0,$5,$0,$0,$0,1,1,0,3,4,0,0,70,$38,$38
"$29,999",1,0,22,$68,$7,$59,$10,$5,$11,4,3,1,4,8,0,0,34,$149,$138
"$24,072",1,0,79,$9,$1,$6,$3,$0,$4,1,1,0,2,8,0,0,37,$19,$15
"$33,996",0,0,46,$40,$2,$15,$8,$0,$6,1,1,1,3,4,0,0,31,$65,$59
"$66,334",0,1,82,$909,$11,$218,$0,$0,$23,2,9,3,5,5,0,1,64,"$1,138","$1,115"
"$35,178",1,0,10,$23,$1,$13,$2,$2,$18,1,1,1,2,7,0,1,49,$41,$23
"$22,010",1,0,51,$11,$2,$9,$3,$0,$8,2,2,0,3,8,0,0,37,$25,$17
"$62,204",0,2,38,$317,$46,$247,$151,$46,$139,1,4,5,12,3,0,0,60,$807,$668
"$75,693",0,0,10,$797,$153,$293,$72,$97,$30,1,11,4,6,4,0,1,52,"$1,412","$1,382"
"$30,675",1,0,14,$10,$2,$16,$11,$2,$21,1,1,0,3,8,0,0,48,$41,$20
"$83,003",0,0,18,$856,$61,$570,$40,$25,$122,1,7,6,8,3,0,1,55,"$1,552","$1,430"
"$68,655",0,0,95,$456,$19,$832,$75,$118,$38,1,4,5,11,3,0,0,32,"$1,500","$1,462"
"$41,411",0,0,11,$37,$32,$38,$11,$3,$18,1,2,1,4,6,0,0,34,$121,$103
"$55,212",0,1,65,"$1,103",$0,$45,$0,$0,$34,3,4,2,11,8,0,0,51,"$1,148","$1,114"
"$59,292",0,1,71,$378,$14,$68,$19,$14,$14,2,3,5,8,3,0,0,70,$493,$479
"$27,190",1,0,13,$1,$6,$7,$0,$1,$3,1,1,0,2,8,0,1,47,$15,$12
"$82,623",0,0,58,$204,$34,$204,$172,$153,$173,1,2,9,4,1,0,0,68,$767,$594
"$44,300",1,1,65,$30,$0,$9,$0,$0,$3,2,1,0,3,6,0,0,55,$39,$36
"$84,835",0,0,0,$189,$104,$379,$111,$189,$218,1,4,4,6,1,0,1,50,$972,$754
"$30,372",1,1,33,$15,$0,$12,$7,$3,$7,3,2,0,3,7,0,0,49,$37,$30
"$33,181",1,0,90,$9,$0,$3,$0,$0,$4,1,1,0,2,6,0,0,44,$12,$8
"$71,113",0,1,95,$495,$33,$255,$11,$33,$8,4,6,7,9,4,0,0,63,$827,$819
"$71,952",1,0,93,$656,$80,$455,$52,$107,$93,2,8,4,8,4,0,0,34,"$1,350","$1,257"
"$69,759",0,0,38,$452,$20,$514,$13,$30,$0,3,4,6,5,3,0,1,54,"$1,029","$1,029"
"$72,099",0,0,18,$546,$91,$410,$119,$0,$22,1,3,4,10,1,0,0,46,"$1,166","$1,144"
"$60,000",0,1,57,"$1,048",$0,$217,$0,$0,$12,5,11,3,5,6,0,0,44,"$1,265","$1,253"
"$38,643",1,1,45,$22,$2,$14,$0,$1,$10,2,2,0,3,7,1,0,42,$39,$29
"$50,737",0,1,61,$78,$0,$11,$0,$0,$10,1,2,0,4,6,0,0,65,$89,$79
"$68,462",0,0,6,$561,$64,$785,$84,$128,$48,1,3,3,8,1,0,0,51,"$1,622","$1,574"
"$65,073",0,0,65,$629,$17,$177,$69,$0,$8,1,5,3,5,2,1,0,77,$892,$884
"$46,681",0,2,52,$269,$15,$69,$15,$19,$38,2,4,6,4,5,0,0,72,$387,$349
"$78,618",0,0,87,$736,$163,$818,$212,$163,$61,1,4,7,10,2,0,0,63,"$2,092","$2,031"
"$62,187",0,1,38,$512,$0,$83,$0,$0,$41,3,6,2,10,4,0,0,51,$595,$554
"$28,442",2,0,53,$19,$3,$10,$11,$8,$6,3,2,1,4,4,0,0,42,$51,$45
"$37,717",1,0,31,$9,$0,$6,$4,$1,$5,1,1,0,2,9,0,0,42,$20,$15
"$51,479",1,1,67,$247,$8,$160,$6,$8,$65,7,6,3,6,7,0,0,53,$429,$364
"$54,803",0,1,65,$404,$0,$92,$28,$27,$142,2,6,2,9,4,0,0,51,$551,$409
"$79,530",0,0,64,$333,$0,$815,$129,$42,$29,1,4,10,11,2,0,0,60,"$1,319","$1,290"
"$31,615",1,0,82,$2,$3,$20,$6,$11,$9,2,2,0,3,7,0,0,44,$42,$33
"$72,025",0,0,27,$833,$33,$549,$151,$133,$233,1,4,3,8,3,0,0,58,"$1,699","$1,466"
"$52,614",0,1,63,$789,$0,$142,$12,$9,$38,2,2,4,8,8,0,0,45,$952,$914
"$35,684",1,0,66,$10,$4,$7,$0,$6,$3,1,1,0,3,6,0,0,36,$27,$24
"$48,178",1,1,69,$159,$4,$45,$6,$2,$38,6,5,1,4,8,0,0,45,$216,$178
"$29,548",1,0,52,$7,$1,$6,$3,$1,$11,1,1,1,2,4,0,0,50,$18,$7
"$63,810",0,1,45,$977,$12,$253,$16,$12,$101,4,4,3,12,8,0,0,54,"$1,270","$1,169"
"$38,578",1,1,2,$38,$4,$22,$3,$3,$3,3,3,0,3,8,0,1,48,$70,$67
"$46,098",1,1,86,$57,$0,$27,$0,$0,$36,4,3,2,2,8,0,0,45,$84,$48
"$22,585",0,0,23,$3,$9,$15,$13,$2,$39,1,1,1,2,9,0,1,50,$42,$3
"$30,279",1,0,13,$10,$4,$14,$4,$4,$1,1,1,0,3,8,0,0,31,$36,$35
"$66,426",0,1,14,"$1,043",$24,$97,$32,$24,$157,2,3,5,10,6,0,0,59,"$1,220","$1,063"
"$30,822",1,0,92,$3,$9,$13,$2,$12,$12,1,1,0,3,7,0,0,51,$39,$27
"$33,581",2,0,38,$11,$0,$5,$0,$0,$1,1,1,0,2,8,0,0,51,$16,$15
"$19,986",1,0,74,$3,$6,$5,$0,$2,$6,1,0,0,3,7,0,0,35,$16,$10
"$27,421",0,0,14,$43,$12,$96,$78,$40,$55,3,4,1,6,7,0,0,66,$269,$214
"$35,688",2,1,94,$73,$3,$90,$12,$1,$32,7,4,1,4,8,0,0,47,$179,$147
"$36,143",1,0,33,$12,$0,$1,$0,$0,$6,1,0,1,2,3,0,0,39,$13,$7
"$10,245",1,0,32,$4,$7,$7,$6,$4,$13,3,1,2,2,5,0,0,49,$28,$15
"$43,795",0,1,11,$314,$11,$53,$4,$3,$107,3,7,3,4,7,0,1,52,$385,$278
"$63,381",0,1,78,$571,$50,$142,$33,$50,$159,4,4,5,13,2,0,0,60,$846,$687
"$38,823",0,1,56,$70,$0,$11,$2,$8,$23,1,2,1,3,6,0,0,71,$91,$68
"$83,664",1,1,57,$866,$21,$151,$28,$21,$86,3,2,2,12,5,0,0,52,"$1,087","$1,001"
"$90,300",0,0,7,$594,$134,$786,$33,$134,$57,0,5,6,8,1,0,0,41,"$1,681","$1,624"
"$62,499",1,0,0,$140,$4,$61,$0,$13,$4,2,3,1,6,4,0,0,41,$218,$214
"$74,293",0,0,66,$375,$152,$335,$93,$91,$81,1,5,4,6,2,0,0,27,"$1,046",$965
"$51,012",0,0,86,$102,$9,$63,$2,$9,$24,1,4,1,4,6,0,0,74,$185,$161
"$70,777",0,1,80,$554,$35,$113,$0,$7,$78,3,5,3,12,3,0,0,52,$709,$631
"$68,682",0,0,56,$919,$0,$505,$99,$30,$45,1,4,9,10,2,0,0,29,"$1,553","$1,508"
"$43,824",1,1,18,$96,$1,$42,$12,$3,$32,4,3,1,4,8,0,0,49,$154,$122
"$15,345",1,0,51,$5,$2,$16,$3,$2,$19,2,1,1,2,8,0,1,36,$28,$9
"$23,442",1,0,71,$2,$0,$6,$8,$6,$5,1,1,0,3,7,0,0,33,$22,$17
"$14,515",1,0,71,$6,$4,$9,$6,$36,$35,4,2,2,3,7,0,1,40,$61,$26
"$31,395",1,1,80,$23,$1,$25,$0,$8,$7,4,2,1,3,6,0,0,64,$57,$50
"$75,276",0,0,2,$610,$105,$125,$137,$42,$21,1,9,4,9,5,0,0,55,"$1,019",$998
"$42,373",1,1,83,$67,$5,$61,$3,$8,$19,5,2,1,5,5,0,0,46,$144,$125
"$30,507",0,0,29,$65,$36,$74,$38,$20,$110,1,5,1,4,7,0,0,60,$233,$123
"$55,521",1,2,11,$416,$0,$26,$0,$0,$4,9,6,3,6,7,0,1,65,$442,$438
"$48,006",1,1,55,$23,$0,$11,$3,$2,$2,1,1,0,3,6,0,0,55,$39,$37
"$27,213",1,0,19,$19,$3,$26,$10,$9,$3,3,2,0,4,8,0,1,48,$67,$64
"$65,808",1,1,1,$155,$7,$80,$13,$7,$10,3,5,1,5,6,0,0,49,$262,$252
"$30,351",1,0,19,$14,$0,$24,$3,$3,$2,1,3,0,2,9,0,0,46,$44,$42
"$50,437",0,2,28,$370,$9,$92,$6,$9,$4,3,7,1,8,7,0,0,57,$486,$482
"$23,616",1,0,76,$4,$22,$11,$3,$7,$32,2,3,0,3,8,0,1,38,$47,$15
"$53,858",0,1,50,$407,$53,$221,$58,$150,$26,4,4,3,6,4,0,0,44,$889,$863
"$66,465",0,1,1,"$1,200",$0,$204,$38,$29,$14,3,11,9,12,6,0,0,65,"$1,471","$1,457"
"$46,923",1,0,90,$85,$44,$54,$102,$78,$6,3,5,1,7,7,0,0,33,$363,$357
"$75,072",0,1,83,$583,$34,$309,$0,$22,$125,2,5,4,8,3,0,0,58,$948,$823
"$75,865",0,0,73,$483,$0,$591,$156,$0,$12,1,3,5,10,1,0,0,77,"$1,230","$1,218"
"$19,789",1,0,24,$2,$5,$9,$28,$6,$28,3,2,1,3,5,0,0,45,$50,$22
"$80,134",0,0,11,$966,$26,$282,$52,$26,$26,1,2,7,11,5,0,0,26,"$1,352","$1,326"
"$91,065",0,0,33,$822,$114,$108,$179,$137,$114,1,7,9,9,3,0,1,39,"$1,360","$1,246"
"$49,505",1,1,4,$604,$0,$100,$19,$0,$28,9,10,2,8,8,0,0,49,$723,$695
"$37,401",1,0,14,$19,$3,$19,$3,$1,$3,2,2,0,3,7,0,0,47,$45,$42
"$30,096",1,0,30,$5,$3,$11,$12,$5,$9,1,2,0,3,6,0,0,37,$36,$27
"$18,492",1,0,75,$2,$2,$2,$2,$1,$1,1,1,0,2,8,0,0,38,$9,$8
"$82,584",0,0,26,"$1,076",$68,$103,$29,$91,$68,1,3,4,8,1,0,1,46,"$1,367","$1,299"
"$93,027",0,0,77,"$1,285",$42,$716,$55,$0,$21,0,7,10,5,2,0,0,79,"$2,098","$2,077"
"$48,686",1,2,8,$10,$0,$7,$2,$0,$1,1,1,0,2,8,0,0,67,$19,$18
"$92,910",0,0,42,$551,$137,$792,$179,$103,$33,1,6,7,13,1,0,0,34,"$1,762","$1,729"
"$75,433",1,0,28,$800,$0,$297,$0,$34,$57,2,2,5,10,6,0,0,31,"$1,131","$1,074"
"$10,404",1,0,52,$2,$2,$11,$10,$6,$12,2,1,0,4,5,0,0,31,$31,$19
"$61,314",0,1,1,$378,$0,$189,$97,$172,$172,2,5,5,12,3,0,0,52,$836,$664
"$84,865",0,0,1,"$1,248",$16,$349,$43,$16,$16,1,2,4,9,4,0,1,59,"$1,672","$1,656"
"$42,387",1,0,42,$235,$0,$235,$19,$4,$191,5,8,1,7,8,0,0,31,$493,$302
"$67,309",1,1,76,$515,$47,$181,$149,$95,$95,15,9,6,9,7,0,0,53,$987,$892
"$75,236",0,1,27,$438,$66,$400,$12,$38,$114,1,8,3,13,4,0,0,56,$954,$840
"$30,015",1,0,28,$25,$0,$22,$2,$3,$5,2,1,0,4,5,0,0,50,$52,$47
"$50,943",0,1,49,$31,$0,$7,$2,$0,$6,1,1,0,3,5,0,0,64,$40,$34
"$67,272",0,1,12,$357,$35,$271,$28,$28,$14,3,6,2,12,5,0,0,54,$719,$705
"$51,529",0,1,14,$400,$4,$35,$6,$0,$22,2,9,1,5,8,0,0,71,$445,$423
"$32,011",1,0,89,$99,$0,$15,$2,$1,$5,3,2,1,4,7,0,0,49,$117,$112
"$7,500",1,0,96,$1,$11,$5,$4,$6,$9,2,2,0,3,8,0,0,34,$27,$18
"$28,691",1,0,56,$5,$4,$13,$8,$0,$4,1,1,0,3,8,0,0,31,$30,$26
"$56,223",0,1,72,$77,$28,$31,$16,$0,$4,2,2,1,5,4,0,0,72,$152,$148
"$18,100",0,0,14,$3,$1,$2,$4,$3,$1,1,0,0,3,5,0,0,74,$13,$12
"$30,279",1,0,13,$10,$4,$14,$4,$4,$1,1,1,0,3,8,0,0,31,$36,$35
"$20,130",0,0,99,$0,$6,$3,$7,$6,$12,1,1,0,3,8,0,0,46,$22,$10
"$23,295",0,0,72,$0,$0,$1,$2,$12,$5,1,1,0,2,8,0,0,61,$15,$10
"$42,618",1,0,92,$76,$14,$74,$13,$5,$10,2,5,0,4,8,0,0,48,$182,$172
"$81,246",0,0,87,$398,$190,$537,$61,$156,$37,1,4,5,7,1,0,0,56,"$1,342","$1,305"
"$24,027",1,0,7,$14,$7,$11,$11,$0,$5,2,2,0,3,8,0,0,44,$43,$38
"$55,707",0,1,91,$208,$7,$82,$30,$66,$35,2,3,2,9,3,0,0,67,$393,$358
"$57,959",0,1,71,$430,$16,$322,$43,$24,$33,5,4,7,11,3,0,0,65,$835,$802
"$56,796",0,1,24,$656,$38,$161,$62,$47,$37,3,8,9,7,7,0,0,51,$964,$927
"$36,230",1,0,17,$14,$2,$30,$8,$2,$3,1,2,0,4,5,0,0,49,$56,$53
"$70,829",1,1,87,$141,$70,$106,$72,$19,$23,2,4,2,8,3,0,0,40,$408,$385
"$65,991",0,1,21,$507,$19,$364,$25,$47,$9,3,9,5,10,7,0,0,44,$962,$953
"$38,988",1,2,90,$164,$24,$103,$12,$3,$42,7,5,1,6,8,0,0,48,$306,$264
"$89,572",0,0,44,$606,$24,$974,$197,$194,$64,1,7,7,9,4,0,1,54,"$1,995","$1,931"
"$42,207",1,0,71,$116,$11,$72,$3,$17,$46,4,4,1,5,6,0,1,36,$219,$173
"$50,300",0,1,52,$143,$15,$60,$24,$23,$5,2,2,1,8,2,0,0,68,$265,$260
"$66,664",0,0,78,$398,$96,$447,$220,$96,$32,1,5,7,6,3,0,0,38,"$1,257","$1,225"
"$60,597",0,1,2,$522,$0,$257,$32,$16,$66,4,2,2,8,7,0,1,56,$827,$761
"$70,165",0,0,60,$161,$0,$253,$199,$191,$122,1,3,7,11,1,0,0,71,$804,$682
"$50,520",0,1,25,$112,$0,$6,$2,$1,$14,2,3,1,3,6,0,0,62,$121,$107
"$80,124",0,0,47,$483,$84,$398,$205,$84,$241,1,3,7,8,1,0,0,57,"$1,254","$1,013"
"$33,183",1,0,46,$7,$5,$39,$17,$15,$37,2,4,0,3,7,0,0,45,$83,$46
"$66,582",0,0,83,$789,$25,$420,$16,$38,$0,1,2,8,9,1,0,0,51,"$1,288","$1,288"
"$75,261",0,0,17,"$1,239",$17,$413,$23,$34,$17,1,5,6,5,2,0,1,65,"$1,726","$1,709"
"$31,880",1,0,13,$4,$1,$5,$2,$0,$3,1,1,0,2,8,0,0,50,$12,$9
"$53,790",0,2,86,$335,$42,$127,$28,$5,$5,3,7,2,8,6,0,0,69,$537,$532
"$49,269",1,0,92,$639,$8,$166,$11,$8,$58,3,7,3,12,7,0,0,49,$832,$774
"$61,456",0,1,47,$563,$76,$384,$84,$192,$89,4,6,10,13,4,0,0,45,"$1,299","$1,210"
"$37,406",1,0,18,$2,$0,$8,$2,$2,$3,1,1,0,2,8,0,1,40,$14,$11
"$56,937",1,0,81,$746,$8,$125,$11,$8,$8,7,8,6,9,6,0,1,39,$898,$890
"$38,415",1,1,91,$22,$1,$13,$4,$0,$4,2,1,0,3,7,0,0,42,$40,$36
"$20,518",1,0,58,$4,$1,$6,$4,$1,$9,1,1,1,2,5,0,0,32,$16,$7
"$62,503",0,1,40,$478,$0,$193,$110,$75,$117,4,8,3,11,5,0,0,64,$856,$739
"$41,644",1,1,67,$20,$3,$4,$2,$0,$2,2,1,0,3,3,0,0,48,$29,$27
"$55,842",0,1,19,$451,$0,$39,$0,$4,$24,1,7,1,8,5,0,0,43,$494,$470
"$62,010",0,1,93,$371,$22,$39,$6,$0,$92,4,6,2,7,5,0,0,48,$438,$346
"$41,124",1,0,41,$281,$7,$84,$15,$0,$119,7,7,3,4,8,0,0,43,$387,$268
"$38,961",1,0,60,$19,$7,$19,$0,$1,$24,1,2,1,2,7,0,0,47,$46,$22
"$37,760",1,0,54,$26,$3,$13,$2,$10,$0,1,2,0,3,6,0,0,48,$54,$54
"$32,233",1,0,26,$138,$15,$35,$25,$11,$72,2,6,2,2,9,0,1,46,$224,$152
"$43,057",0,1,30,$213,$2,$44,$0,$2,$5,4,4,2,5,5,0,0,45,$261,$256
"$83,151",0,0,93,$407,$28,$100,$120,$74,$18,1,5,9,4,3,0,0,60,$729,$711
"$78,825",0,0,35,$483,$74,$114,$169,$37,$18,1,5,10,13,3,0,1,56,$877,$859
"$65,104",0,1,4,$738,$0,$232,$13,$20,$50,2,3,5,7,7,0,0,44,"$1,003",$953
"$60,093",0,1,92,$502,$12,$109,$16,$6,$90,2,7,2,10,6,0,0,46,$645,$555
"$14,045",1,0,24,$11,$0,$5,$2,$1,$1,1,1,0,3,7,0,0,51,$19,$18
"$28,457",0,0,96,$24,$1,$108,$29,$29,$14,1,4,1,4,8,0,0,68,$191,$177
"$78,952",0,1,11,"$1,170",$19,$594,$99,$76,$134,2,2,5,12,6,0,0,62,"$1,958","$1,824"
"$46,310",1,0,99,$185,$2,$88,$15,$5,$14,2,6,1,5,8,0,0,44,$295,$281
"$76,005",0,0,72,$983,$20,$389,$240,$50,$40,1,3,5,13,6,0,0,65,"$1,682","$1,642"
"$58,308",0,1,77,$691,$0,$69,$10,$0,$130,4,2,6,3,8,0,0,56,$770,$640
"$55,614",0,0,85,$504,$13,$131,$8,$0,$26,1,9,4,6,7,0,0,76,$656,$630
"$59,432",0,1,88,$317,$25,$265,$25,$19,$12,3,5,3,11,5,0,0,58,$651,$639
"$55,563",0,1,22,$29,$1,$9,$2,$0,$2,1,2,0,3,3,0,0,42,$41,$39
"$78,642",0,1,83,"$1,396",$0,$322,$46,$35,$17,1,4,9,4,6,0,0,49,"$1,799","$1,782"
"$67,911",0,1,63,$529,$0,$356,$63,$28,$0,3,6,7,11,3,0,0,71,$976,$976
"$65,275",0,0,9,$388,$14,$218,$91,$14,$21,1,4,3,13,2,0,0,76,$725,$704
"$27,203",1,1,92,$13,$2,$21,$4,$0,$24,2,1,1,2,8,0,0,70,$40,$16
"$48,330",0,1,2,$28,$0,$4,$0,$0,$0,1,1,0,3,5,0,0,59,$32,$32
"$24,279",0,0,6,$16,$36,$21,$20,$62,$108,1,4,1,3,8,0,0,30,$155,$47
"$64,355",1,0,66,"$1,047",$0,$140,$67,$38,$153,2,4,3,12,8,0,0,35,"$1,292","$1,139"
"$50,943",0,1,49,$31,$0,$7,$2,$0,$6,1,1,0,3,5,0,0,64,$40,$34
"$53,653",0,0,29,$815,$10,$239,$28,$10,$108,2,10,4,12,6,0,0,67,"$1,102",$994
"$65,665",0,1,77,$225,$162,$387,$106,$36,$29,1,5,10,8,3,0,0,44,$916,$887
"$81,217",0,0,77,$493,$70,$324,$146,$40,$84,1,3,7,11,1,0,0,31,"$1,073",$989
"$34,935",0,0,71,$34,$4,$66,$3,$10,$20,1,2,1,4,7,0,0,28,$117,$97
"$61,250",0,1,49,$382,$138,$65,$60,$26,$59,6,5,2,12,5,0,0,61,$671,$612
"$39,665",1,0,97,$127,$1,$56,$0,$1,$31,3,4,2,3,7,0,0,39,$185,$154
"$60,152",0,1,6,$325,$83,$300,$86,$58,$91,1,6,4,12,3,0,0,41,$852,$761
"$48,920",0,2,93,$238,$17,$68,$8,$10,$6,3,6,2,5,7,0,0,56,$341,$335
"$89,120",0,0,78,"$1,168",$92,$408,$72,$129,$55,1,5,6,7,1,0,0,61,"$1,869","$1,814"
"$44,124",0,1,62,$284,$0,$55,$0,$6,$52,4,6,2,5,8,0,0,74,$345,$293
"$81,169",0,0,47,"$1,288",$20,$613,$80,$61,$27,1,5,7,9,2,0,0,45,"$2,062","$2,035"
"$36,443",1,1,9,$65,$0,$46,$4,$3,$20,4,3,1,3,8,0,0,59,$118,$98
"$26,095",1,0,77,$11,$7,$9,$3,$1,$11,1,1,0,3,7,0,0,30,$31,$20
"$71,367",0,0,24,$227,$23,$389,$42,$21,$75,1,4,5,7,2,0,0,61,$702,$627
"$80,184",0,0,19,"$1,035",$134,$670,$25,$38,$0,1,6,3,10,3,0,0,76,"$1,902","$1,902"
"$30,630",1,1,67,$27,$1,$12,$2,$0,$10,2,2,0,3,7,0,0,55,$42,$32
"$73,454",0,0,95,$982,$73,$351,$56,$14,$175,1,2,4,6,5,0,0,33,"$1,476","$1,301"
"$42,691",0,0,48,$179,$2,$64,$38,$17,$58,1,5,1,6,5,0,0,29,$300,$242
"$70,503",0,0,73,"$1,379",$33,$216,$0,$33,$66,1,2,4,9,6,0,0,67,"$1,661","$1,595"
"$25,545",1,0,35,$32,$1,$64,$16,$12,$85,3,2,2,3,6,0,1,33,$125,$40
"$32,880",1,0,76,$8,$4,$15,$7,$6,$2,1,1,0,3,8,0,0,34,$40,$38
"$77,863",0,0,20,$881,$38,$319,$16,$25,$12,1,4,5,10,2,0,0,62,"$1,279","$1,267"
"$50,353",0,0,72,$141,$15,$153,$67,$31,$35,1,4,4,6,3,0,0,43,$407,$372
"$61,839",0,0,20,"$1,000",$155,$379,$224,$17,$120,1,4,8,4,8,0,0,56,"$1,775","$1,655"
"$49,154",1,1,69,$206,$10,$67,$30,$27,$71,6,4,1,8,6,0,0,60,$340,$269
"$47,682",0,1,80,$162,$61,$83,$97,$57,$61,4,4,3,8,5,0,0,45,$460,$399
